"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.586208310E-3,-1.167272644E0,9.029672699E0,3.337459717E0
1.552520832E-2,-1.075064392E0,9.075178070E0,3.320245514E0
2.546420833E-2,-1.010398865E0,9.100325775E0,3.248544617E0
3.540320828E-2,-1.030457153E0,9.088200989E0,3.185825043E0
4.534220829E-2,-1.125958557E0,9.076076202E0,3.152294769E0
5.528120830E-2,-1.231189728E0,9.056167603E0,3.192411346E0
6.522020831E-2,-1.239721985E0,9.087602234E0,3.241509247E0
7.515820832E-2,-1.194216614E0,9.109905853E0,3.371439056E0
8.509720833E-2,-1.154399414E0,9.091194763E0,3.587439880E0
9.503620828E-2,-1.057550812E0,9.082063751E0,3.754193115E0
1.049752083E-1,-9.451345825E-1,9.118288422E0,3.854185181E0
1.149142083E-1,-8.641529846E-1,9.155860291E0,3.802692261E0
1.248532083E-1,-8.701405334E-1,9.162296906E0,3.855083313E0
1.347922083E-1,-8.813671875E-1,9.145082703E0,3.848796387E0
1.447312083E-1,-8.614585876E-1,9.169332275E0,3.793411560E0
1.546702083E-1,-8.901988220E-1,9.176667023E0,3.707190857E0
1.646082083E-1,-8.765771484E-1,9.185348969E0,3.589834900E0
1.745472083E-1,-8.628057861E-1,9.166039124E0,3.478466492E0
1.844862083E-1,-8.599617004E-1,9.145382080E0,3.436254272E0
1.944252083E-1,-8.999285889E-1,9.116492157E0,3.542682953E0
2.043642083E-1,-9.476792908E-1,9.068292389E0,3.647315369E0
2.143032083E-1,-9.843530273E-1,9.087901611E0,3.673211517E0
2.242422083E-1,-9.535171509E-1,9.092392273E0,3.661685486E0
2.341812083E-1,-9.520202637E-1,9.063951416E0,3.616030426E0
2.441202083E-1,-9.421408081E-1,9.063502350E0,3.600163422E0
2.540582083E-1,-8.954379272E-1,9.066047058E0,3.575614471E0
2.639972083E-1,-8.732839966E-1,9.060358887E0,3.543581085E0
2.739362083E-1,-8.193960571E-1,9.083111572E0,3.465593262E0
2.838752083E-1,-8.180488586E-1,9.056916046E0,3.547023926E0
2.938142083E-1,-8.277786255E-1,9.060508575E0,3.595822449E0
3.037532083E-1,-8.910969543E-1,9.086554413E0,3.566333771E0
3.136922083E-1,-9.132508850E-1,9.102421417E0,3.501219177E0
3.236312083E-1,-9.327104187E-1,9.112899628E0,3.592080231E0
3.335702083E-1,-9.451345825E-1,9.130263519E0,3.713028717E0
3.435082083E-1,-9.285191345E-1,9.132808228E0,3.655847626E0
3.534472083E-1,-9.618997192E-1,9.092392273E0,3.629801788E0
3.633862083E-1,-9.713301086E-1,9.095236359E0,3.616778870E0
3.733252083E-1,-9.678872681E-1,9.153914337E0,3.622467041E0
3.832642083E-1,-9.704319763E-1,9.179361420E0,3.650907898E0
3.932032083E-1,-9.512718201E-1,9.184750214E0,3.662284241E0
4.031422083E-1,-8.872050476E-1,9.192084961E0,3.673959961E0
4.130812083E-1,-8.334667969E-1,9.137298889E0,3.677851868E0
4.230202083E-1,-7.810757446E-1,9.116941223E0,3.604205017E0
4.329582083E-1,-7.592211914E-1,9.114845581E0,3.558100891E0
4.428972083E-1,-7.714956665E-1,9.113797760E0,3.540737000E0
4.528362083E-1,-8.092172241E-1,9.129066010E0,3.560346222E0
4.627752083E-1,-8.572673035E-1,9.117390289E0,3.568130035E0
4.727142083E-1,-8.852590942E-1,9.108259277E0,3.577710114E0
4.826532083E-1,-8.396040344E-1,9.086853790E0,3.657344513E0
4.925922083E-1,-6.724017334E-1,9.062304840E0,3.453019409E0
5.025312083E-1,-7.195536804E-1,9.027127991E0,3.413800964E0
5.124702083E-1,-7.319778442E-1,9.036109314E0,3.515439606E0
5.224082083E-1,-7.086264038E-1,9.083860016E0,3.562591553E0
5.323472083E-1,-6.891668701E-1,9.099128265E0,3.641477509E0
5.422862083E-1,-6.382727051E-1,9.066047058E0,3.702251129E0
5.522252083E-1,-5.535488892E-1,9.045390015E0,3.682342529E0
5.621642083E-1,-4.465214539E-1,9.022936707E0,3.619922333E0
5.721032083E-1,-4.363426208E-1,9.002878418E0,3.577261047E0
5.820422083E-1,-4.909790039E-1,9.024134216E0,3.557951202E0
5.919812083E-1,-5.929170227E-1,9.020391998E0,3.534150696E0
6.019202083E-1,-6.789880371E-1,9.057365112E0,3.511697388E0
6.118592083E-1,-7.554789734E-1,9.096284180E0,3.519331512E0
6.217972083E-1,-7.580236816E-1,9.063951416E0,3.443289642E0
6.317362083E-1,-7.303312683E-1,9.054670715E0,3.260519714E0
6.416752083E-1,-7.852670288E-1,9.047335968E0,3.262465668E0
6.516142083E-1,-8.562194824E-1,9.034313049E0,3.387455750E0
6.615532083E-1,-9.529183960E-1,9.023834839E0,3.478616180E0
6.714922083E-1,-9.743238831E-1,9.051676941E0,3.504961395E0
6.814309583E-1,-9.870474243E-1,9.092242584E0,3.556903381E0
6.913699583E-1,-1.014590149E0,9.090446320E0,3.647614746E0
7.013089583E-1,-9.695338440E-1,9.102571106E0,3.662284241E0
7.112479583E-1,-8.385562134E-1,9.112600250E0,3.700903931E0
7.211859583E-1,-7.535330200E-1,9.189540253E0,3.828738098E0
7.311249583E-1,-7.259902954E-1,9.264983368E0,3.920048218E0
7.410639583E-1,-6.554869080E-1,9.231902161E0,3.794908447E0
7.510029583E-1,-6.221063232E-1,9.177864532E0,3.590882721E0
7.609419583E-1,-6.560856628E-1,9.122779083E0,3.549418945E0
7.708809583E-1,-6.908134460E-1,9.106762390E0,3.606899414E0
7.808199583E-1,-7.596702576E-1,9.075178070E0,3.696562958E0
7.907589583E-1,-7.464976501E-1,9.079069977E0,3.702700195E0
8.006979583E-1,-6.700067139E-1,9.056916046E0,3.635939026E0
8.106359583E-1,-6.301895142E-1,9.037007446E0,3.636088715E0
8.205749583E-1,-5.887257385E-1,9.013356628E0,3.731739807E0
8.305139583E-1,-5.581892395E-1,8.999585266E0,3.733386383E0
8.404529583E-1,-5.288502502E-1,8.994495850E0,3.703149261E0
8.503919583E-1,-4.412823486E-1,9.010662231E0,3.651356964E0
8.603309583E-1,-4.162843323E-1,8.991502075E0,3.543730774E0
8.702699583E-1,-4.279600525E-1,8.986861725E0,3.476071472E0
8.802089583E-1,-4.929249573E-1,8.982670441E0,3.463048553E0
8.901479583E-1,-5.171745300E-1,8.960666199E0,3.546125793E0
9.000869583E-1,-5.589376831E-1,8.903485107E0,3.532354431E0
9.100249583E-1,-6.083349609E-1,8.954678650E0,3.552412720E0
9.199639583E-1,-6.418652344E-1,9.028325500E0,3.569477234E0
9.299029583E-1,-6.411167908E-1,9.017847290E0,3.572021942E0
9.398419583E-1,-6.514453125E-1,8.960067444E0,3.485950928E0
9.497809583E-1,-6.845265198E-1,8.957672424E0,3.390449524E0
9.597199583E-1,-7.324269104E-1,8.969946899E0,3.355422363E0
9.696589583E-1,-7.373666382E-1,8.955726471E0,3.429368591E0
9.795979583E-1,-6.767427063E-1,8.907676392E0,3.413052521E0
9.895369583E-1,-6.506968689E-1,8.880133667E0,3.247047729E0
9.994759583E-1,-7.200027466E-1,8.814570007E0,2.836002502E0
1.009413958E0,-7.173083496E-1,8.738677826E0,2.533780975E0
1.019352958E0,-6.152206421E-1,8.614885254E0,2.580783234E0
1.029291958E0,-5.662724304E-1,8.534652100E0,2.963237915E0
1.039230958E0,-3.505709839E-1,8.254285126E0,3.420387268E0
1.049169958E0,-2.061213684E-1,8.000862122E0,3.880081329E0
1.059108958E0,-1.179547119E-1,7.873177643E0,4.189338226E0
1.069047958E0,-1.916015625E-1,7.892786865E0,4.398752747E0
1.078986958E0,-2.252815247E-1,8.122409363E0,4.433031464E0
1.088925958E0,-2.489323425E-1,8.315807190E0,4.190685425E0
1.098864958E0,-2.932402039E-1,8.193212128E0,3.955374756E0
1.108802958E0,-3.703298950E-1,7.765252075E0,3.942651215E0
1.118741958E0,-3.119512939E-1,7.160060577E0,4.268972626E0
1.128680958E0,-7.963439941E-2,6.560108185E0,4.722529449E0
1.138619958E0,-3.098556519E-2,5.907465363E0,5.307512970E0
1.148558958E0,-2.151026917E-1,5.568121033E0,6.099366302E0
1.158497958E0,-3.550616455E-1,5.517226868E0,6.746470642E0
1.168436958E0,-4.956193542E-1,5.461991730E0,7.336693268E0
1.178375958E0,-3.661386108E-1,5.515879669E0,8.001011810E0
1.188314958E0,-8.098159790E-2,5.575455780E0,8.468190308E0
1.198253958E0,4.361929321E-1,5.876928864E0,8.435707855E0
1.208192958E0,1.895059204E-1,5.328619080E0,8.618926849E0
1.218130958E0,3.243754578E-1,5.167703705E0,8.449928284E0
1.228069958E0,3.248245239E-1,4.992567902E0,8.356971588E0
1.238008958E0,3.990701294E-1,4.892126770E0,8.184530182E0
1.247947958E0,3.367996216E-1,4.767735443E0,7.983049164E0
1.257886958E0,2.809657288E-1,4.665797424E0,7.910300446E0
1.267825958E0,3.912863159E-1,4.607269135E0,7.666307831E0
1.277764958E0,8.568182373E-1,4.515809326E0,6.908284149E0
1.287703958E0,2.746788025E-1,4.650379486E0,7.287146301E0
1.297642958E0,-2.534230042E-1,4.262086945E0,7.110363922E0
1.307580958E0,-6.551875305E-1,4.204157410E0,7.581733704E0
1.317519958E0,-8.187973022E-1,3.879781952E0,8.388855286E0
1.327458958E0,-7.948471069E-2,3.560495911E0,9.762398987E0
1.337397958E0,7.753875732E-2,2.828817444E0,1.029394363E1
1.347336958E0,-7.212002563E-1,2.017504578E0,1.069585785E1
1.357275958E0,-6.403683472E-1,1.708696747E0,1.077998291E1
1.367214958E0,-5.403762817E-1,1.520088959E0,1.074241104E1
1.377153958E0,-7.053332520E-1,1.259031830E0,1.069945038E1
1.387092958E0,-8.677455139E-1,1.024619293E0,1.077564194E1
1.397031958E0,-6.827302551E-1,7.768844604E-1,1.104298599E1
1.406970958E0,-3.360511780E-1,5.176235962E-1,1.113983459E1
1.416908958E0,-4.324507141E-1,2.698887634E-1,1.130539032E1
1.426847958E0,-6.691085815E-1,2.245330811E-3,1.144759460E1
1.436786958E0,-9.529183960E-1,-3.017724609E-1,1.142783569E1
1.446725958E0,-1.244362335E0,-5.096900940E-1,1.145612686E1
1.456664958E0,-1.513652344E0,-5.418731689E-1,1.174981613E1
1.466603958E0,-1.592089233E0,-5.786965942E-1,1.163874710E1
1.476542958E0,-1.671424255E0,-5.483097839E-1,1.150657196E1
1.486481958E0,-1.616189117E0,-4.496649170E-1,1.160551620E1
1.496420958E0,-1.490600281E0,-4.516108704E-1,1.161389877E1
1.506359958E0,-1.411414948E0,-5.423222351E-1,1.125210114E1
1.516298958E0,-1.268013153E0,-5.224136353E-1,1.056682617E1
1.526236958E0,-1.172062683E0,-4.920268250E-1,9.829309845E0
1.536175958E0,-1.187630310E0,-4.382885742E-1,9.507628784E0
1.546114958E0,-1.250050507E0,-4.412823486E-1,9.618099060E0
1.556053958E0,-1.244062958E0,-5.080435181E-1,9.980495453E0
1.565992958E0,-1.184187469E0,-5.771997070E-1,1.028690826E1
1.575931958E0,-1.187181244E0,-5.929170227E-1,1.048838928E1
1.585870958E0,-1.165476379E0,-6.177653503E-1,1.062909668E1
1.595809958E0,-1.172960815E0,-6.625222778E-1,1.076411591E1
1.605748958E0,-1.252744904E0,-7.222480774E-1,1.091335556E1
1.615687958E0,-1.328038330E0,-7.662565613E-1,1.085273163E1
1.625626958E0,-1.388512573E0,-7.179071045E-1,1.067564987E1
1.635564958E0,-1.342558136E0,-5.240602112E-1,1.049632278E1
1.645503958E0,-1.191522217E0,-3.342549133E-1,1.034393967E1
1.655442958E0,-1.110091553E0,-2.598596191E-1,1.031070877E1
1.665381958E0,-1.057550812E0,-2.624043274E-1,1.018272491E1
1.675320958E0,-9.645941162E-1,-2.170486450E-1,1.009994705E1
1.685260083E0,-9.196875000E-1,-1.692979431E-1,1.003812561E1
1.695199083E0,-8.581654358E-1,-1.348695374E-1,9.772877197E0
1.705138083E0,-8.586145020E-1,-1.451980591E-1,9.495653687E0
1.715077083E0,-8.463400269E-1,-1.678010559E-1,9.311386871E0
1.725016083E0,-7.451504517E-1,-1.547781372E-1,9.275012512E0
1.734955083E0,-6.423143005E-1,-6.750961304E-2,9.396110687E0
1.744893083E0,-5.656736755E-1,2.739303589E-2,9.531429291E0
1.754832083E0,-5.592370605E-1,1.125659180E-1,9.672735443E0
1.764771083E0,-5.140310669E-1,1.413061523E-1,9.736353149E0
1.774710083E0,-4.915777588E-1,1.142124939E-1,9.815089417E0
1.784649083E0,-4.773573303E-1,5.628295898E-2,9.846823425E0
1.794588083E0,-4.379891968E-1,-8.981323242E-4,9.795031128E0
1.804527083E0,-4.267625427E-1,-4.340972900E-2,9.714797974E0
1.814466083E0,-4.393363953E-1,-9.280700684E-3,9.714348907E0
1.824405083E0,-4.686753845E-1,7.574249268E-2,9.741143188E0
1.834344083E0,-5.072950745E-1,1.649569702E-1,9.795629883E0
1.844283083E0,-4.643344116E-1,2.071691895E-1,9.867480469E0
1.854221083E0,-4.435276794E-1,1.968406677E-1,9.829758911E0
1.864160083E0,-5.026547241E-1,1.383123779E-1,9.658515015E0
1.874099083E0,-5.586383057E-1,1.565744019E-1,9.539662170E0
1.884038083E0,-6.210585022E-1,1.763333130E-1,9.479936371E0
1.893977083E0,-6.328839111E-1,2.014810181E-1,9.633367310E0
1.903916083E0,-6.339317322E-1,2.351609802E-1,9.971065063E0
1.913855083E0,-6.366261292E-1,2.055226135E-1,1.024439667E1
1.923794083E0,-6.209088135E-1,1.901046753E-1,1.039692947E1
1.933733083E0,-5.498066711E-1,2.029779053E-1,1.040905426E1
1.943672083E0,-5.304968262E-1,2.174977112E-1,1.027927414E1
1.953611083E0,-5.354365540E-1,1.844165039E-1,1.011341904E1
1.963549083E0,-5.999523926E-1,1.869612122E-1,9.837093658E0
1.973488083E0,-6.646179199E-1,2.085163879E-1,9.553134155E0
1.983427083E0,-6.116281128E-1,3.031196594E-1,9.551487579E0
1.993366083E0,-5.165757751E-1,3.876937866E-1,9.770033112E0
2.003305083E0,-4.677772522E-1,4.498146057E-1,9.976004791E0
2.013244083E0,-4.531077576E-1,4.866380310E-1,1.006776398E1
2.023183083E0,-4.379891968E-1,5.149291992E-1,1.011491592E1
2.033122083E0,-4.122427368E-1,5.137316895E-1,1.017628830E1
2.043061083E0,-3.951782227E-1,5.276527405E-1,1.017314484E1
2.053000083E0,-3.447331238E-1,5.637277222E-1,1.003258713E1
2.062939083E0,-3.317102051E-1,5.984555054E-1,9.771230621E0
2.072877083E0,-3.805087280E-1,5.978567505E-1,9.551786957E0
2.082816083E0,-4.165837097E-1,5.780978394E-1,9.435029755E0
2.092755083E0,-4.462220764E-1,5.939648438E-1,9.479038239E0
2.102694083E0,-4.013154602E-1,6.288423157E-1,9.623038788E0
2.112633083E0,-3.653901672E-1,6.427633667E-1,9.810000000E0
2.122572083E0,-3.519181824E-1,6.023474121E-1,9.935888214E0
2.132511083E0,-3.213816833E-1,5.474116516E-1,9.929900665E0
2.142450083E0,-3.158432007E-1,4.983137512E-1,9.900561676E0
2.152389083E0,-3.430865479E-1,4.942721558E-1,9.877808990E0
2.162328083E0,-3.234773254E-1,5.062472534E-1,9.911788330E0
2.172267083E0,-3.149450684E-1,4.819976807E-1,1.000968475E1
2.182206083E0,-3.031196594E-1,4.692741394E-1,1.006611740E1
2.192144083E0,-2.673440552E-1,4.628375244E-1,1.002585114E1
2.202083083E0,-2.868035889E-1,4.896318054E-1,9.896520081E0
2.212022083E0,-3.293151855E-1,4.978646851E-1,9.791438599E0
2.221961083E0,-3.004252625E-1,5.053491211E-1,9.748777313E0
2.231900083E0,-3.189866638E-1,5.433700562E-1,9.837393036E0
2.241839083E0,-2.984793091E-1,6.207591248E-1,1.008258316E1
2.251778083E0,-2.496807861E-1,6.870712280E-1,1.029424301E1
2.261717083E0,-2.540217590E-1,6.774911499E-1,1.033196457E1
2.271656083E0,-2.157014465E-1,6.224057007E-1,1.033615585E1
2.281595083E0,-2.297721863E-1,5.665718079E-1,1.028645920E1
2.291534083E0,-2.570155334E-1,5.295986938E-1,1.014111145E1
2.301473083E0,-2.664459229E-1,5.812413025E-1,1.001417542E1
2.311411083E0,-2.583627319E-1,6.804849243E-1,1.013272888E1
2.321350083E0,-1.200503540E-1,8.915460205E-1,1.077758789E1
2.331289083E0,-4.206253052E-2,1.117276611E0,1.153456375E1
2.341228083E0,-2.514770508E-1,1.226100311E0,1.186777084E1
2.351167083E0,-3.926335144E-1,1.271156616E0,1.203392532E1
2.361106083E0,-4.043092346E-1,1.253942413E0,1.222477844E1
2.371045083E0,-4.460723877E-1,1.282233582E0,1.248628464E1
2.380984083E0,-4.495152283E-1,1.479074249E0,1.250275040E1
2.390923083E0,-4.117936707E-1,1.805695038E0,1.232926117E1
2.400862083E0,-5.354365540E-1,2.091001740E0,1.181672699E1
2.410801083E0,-6.530918884E-1,2.245480499E0,1.125389740E1
2.420740083E0,-8.132588196E-1,2.390079803E0,1.072295151E1
2.430679083E0,-8.511300659E-1,2.571652222E0,1.038749908E1
2.440617083E0,-7.628137207E-1,2.878214722E0,1.002734802E1
2.450556083E0,-7.256909180E-1,3.217559052E0,9.622739410E0
2.460495083E0,-6.325845337E-1,3.532953186E0,9.476942596E0
2.470434083E0,-5.998027039E-1,3.843257904E0,9.147777100E0
2.480373083E0,-5.664221191E-1,4.155358887E0,8.524922333E0
2.490312083E0,-5.471122742E-1,4.473597107E0,7.862250366E0
2.500251083E0,-7.050338745E-1,4.798122253E0,7.298223267E0
2.510190083E0,-7.896080017E-1,5.186115417E0,6.894662476E0
2.520129083E0,-5.622308350E-1,5.619613953E0,6.449787598E0
2.530068083E0,-2.206411743E-1,6.075715485E0,6.243666229E0
2.540007083E0,1.089733887E-1,6.578819275E0,6.418203278E0
2.549946083E0,3.246748352E-1,7.060517578E0,6.504124603E0
2.559884083E0,5.191204834E-1,7.421417084E0,6.569837952E0
2.569823083E0,6.685098267E-1,7.650141449E0,6.636000366E0
2.579762083E0,7.243437195E-1,7.722441101E0,6.798412628E0
2.589701083E0,7.149133301E-1,7.773035889E0,6.788084106E0
2.599640083E0,6.911128235E-1,7.875722351E0,6.358776855E0
2.609579083E0,7.342231750E-1,7.872728577E0,5.866001587E0
2.619518083E0,6.997947693E-1,7.797884216E0,5.447621613E0
2.629457083E0,6.929090881E-1,7.839946747E0,5.439688110E0
2.639396083E0,6.724017334E-1,8.074658661E0,5.457950134E0
2.649335083E0,5.867797852E-1,8.288713531E0,5.522166595E0
2.659274083E0,5.724096680E-1,8.511450348E0,5.710325317E0
2.669213083E0,5.616320801E-1,8.654702454E0,5.471122742E0
2.679151875E0,5.724096680E-1,8.482560425E0,4.942871246E0
2.689089875E0,4.291575623E-1,8.461304626E0,4.235442352E0
2.699028875E0,1.366658020E-1,8.646170197E0,3.389850769E0
2.708967875E0,-1.402583313E-1,8.525970154E0,2.830763397E0
2.718906875E0,-7.634124756E-3,8.479117584E0,2.501298523E0
2.728845875E0,9.669891357E-2,8.525221710E0,2.551593933E0
2.738784875E0,1.475930786E-1,8.791667633E0,2.800975342E0
2.748723875E0,2.565664673E-1,9.154213715E0,2.556982727E0
2.758662875E0,3.121009827E-1,8.945397949E0,1.868713989E0
2.768601875E0,4.436773682E-1,8.702303467E0,1.154249725E0
2.778540875E0,5.267546082E-1,8.765771484E0,7.214996338E-1
2.788479875E0,2.261796570E-1,8.773704987E0,2.520758057E-1
2.798418875E0,1.917512512E-1,8.715476074E0,-2.398013306E-1
2.808357875E0,3.216810608E-1,8.537795563E0,-4.143383789E-1
2.818295875E0,3.987707520E-1,8.520132294E0,-2.698887634E-1
2.828234875E0,4.412823486E-1,8.670419769E0,-1.981878662E-1
2.838173875E0,4.191284180E-1,8.819958801E0,-1.013392639E-1
2.848112875E0,3.790118408E-1,8.874894562E0,1.341210938E-1
2.858051875E0,4.237687683E-1,8.954079895E0,2.796185303E-1
2.867990875E0,3.849993896E-1,8.990454254E0,3.025209045E-1
2.877929875E0,3.516188049E-1,8.955127716E0,2.278262329E-1
2.887868875E0,2.941383362E-1,8.903784485E0,1.103205872E-1
2.897807875E0,3.070115662E-1,8.877139893E0,1.480421448E-1
2.907746875E0,4.059558105E-1,8.902586975E0,1.832189941E-1
2.917685875E0,4.965174866E-1,8.984167328E0,1.737886047E-1
2.927624875E0,4.987628174E-1,9.071735229E0,2.697390747E-1
2.937563875E0,5.111869812E-1,9.177415466E0,4.487667847E-1
2.947501875E0,6.556365967E-1,9.342372437E0,8.373587036E-1
2.957440875E0,7.506889343E-1,9.562863922E0,1.074166260E0
2.967379875E0,6.997947693E-1,9.677675171E0,1.124611359E0
2.977318875E0,6.385720825E-1,9.757010193E0,1.276545410E0
2.987257875E0,5.614823914E-1,9.822124786E0,1.469045105E0
